"","Name","Project","Score"
"4950","project-7932","TU1004",0.0927800553586365
"4862","project-7833","MP1401",0.0927471603312048
"2195","project-28191","IC1302",0.0927342869715243
"4363","project-6445","BM1105",0.0927339989947472
"1992","project-27098","CM1201",0.0927270771608506
"706","project-17557","ES1301",0.0927144879496227
"4666","project-7224","IC1004",0.0925610010839619
"1411","project-23190","IC1405",0.0925126898571778
"2545","project-29833","MP1104",0.0925001889689187
"3289","project-32727","ES1102",0.0924869549061913
"3436","project-33231","ES1002",0.0923797773159858
"1624","project-24663","MP1406",0.0923607718469333
"2361","project-28980","IS1003",0.092356943978209
"3917","project-34932","IC1201",0.0923538335116844
"168","project-11246","CM1003",0.0923528162872159
"5015","project-8638","CM1206",0.0923100709850599
"1720","project-25458","TD1004",0.0923007872450533
"4289","project-6328","ES1305",0.0922979051156993
"3085","project-31905","TD1001",0.0921865646758377
"986","project-20320","BM1202",0.0921861905323998
"4629","project-7102","ES1308",0.0921700757355392
"3393","project-33037","TD1303",0.0921590264013996
"1546","project-23977","BM1302",0.0921433943718335
"2865","project-31173","MP1402",0.0920909606562493
"235","project-11828","CM1001",0.0920509551837369
"1139","project-21665","MP1207",0.0920445765609409
"4409","project-6584","IC1001",0.0919834705727799
"599","project-161","CM1001",0.0919526348893603
"492","project-14565","TD1001",0.0919344214701391
"378","project-13445","TU1406",0.091888097540972
"3298","project-32760","ES1005",0.0918785463091524
"198","project-11573","IS1205",0.0918326546271531
"717","project-17630","BM1104",0.0918320133787417
"1523","project-23830","ES1305",0.0918265409113983
"2487","project-29519","ES1306",0.0918221169549281
"4835","project-7798","MP1210",0.0918105755091597
"1165","project-21772","CM1004",0.0918068819782151
"3371","project-32965","MP1003",0.091785428140815
"4537","project-6865","IC1401",0.0917714031128628
"2015","project-27158","CM1105",0.0917116595237516
"862","project-18981","FP1304",0.091679876485811
"432","project-13999","TU1004",0.0915953430630595
"730","project-17856","MP1304",0.0915638381238182
"5020","project-8675","BM1007",0.0915539089545152
"3790","project-34427","ES1309",0.0915373962648272
"3889","project-34875","CM1204",0.0915343004897891
"1858","project-26451","IC1103",0.0914371666803717
"4964","project-7969","CM1306",0.0914320827021291
"4582","project-7018","FP1207",0.0913966694296479
"1282","project-22519","BM1207",0.0913926292668231
"683","project-172","CM1205",0.091369685723261
"3021","project-31635","IS1203",0.0913387915514945
"4589","project-7027","IC1302",0.0913201969154221
"2197","project-28209","MP1006",0.0913107511541977
"3960","project-35062","TU1207",0.091303714769961
"4947","project-7929","MP1201",0.0912737602853309
"3652","project-34015","FP1106",0.0912698922709685
"621","project-16385","IC1104",0.0912611234996565
"4436","project-6621","IC1001",0.0912116216746863
"287","project-12824","TD1007",0.0911978870000651
"2439","project-29313","TD1205",0.0911013261750165
"2554","project-29875","ES1402",0.0910807321445046
"1958","project-27006","IS1208",0.0910769906174447
"72","project-10585","TD1006",0.0910511159240313
"3884","project-34870","MP1103",0.0910411331949924
"3924","project-34951","TD1210",0.0909625315174333
"320","project-12882","IC1304",0.0909572992985772
"1067","project-21127","ES1401",0.0909337258652947
"2003","project-27126","MP1001",0.0908134163372423
"4095","project-5905","FA1304",0.0908013884019714
"1099","project-21278","TD1004",0.0907678095980199
"3567","project-33772","MP1301",0.0907244521940079
"607","project-16237","CM1401",0.0907191279636022
"812","project-18623","FP1005",0.0906894230035317
"1707","project-25288","IS1407",0.0906888557644773
"623","project-16436","FA1206",0.0906772165830245
"4860","project-7831","ES1309",0.0906445238613085
"1000","project-20406","BM1106",0.0906399889214155
"2928","project-31367","ES1005",0.0906024528280845
"3111","project-32063","CM1005",0.0905843795713578
"1872","project-26513","IS1407",0.0905541487005359
"3028","project-31679","MP1305",0.0905413431778983
"3220","project-32488","CM1303",0.0905306687229347
"4206","project-6140","TU1405",0.0905006459931926
"3826","project-34555","TD1302",0.0904640909533615
"2253","project-28481","IC1407",0.0904117495739982
"4270","project-6265","TD1203",0.0903286569881234
"761","project-18117","BM1406",0.0903235128667218
"3791","project-34442","FA1401",0.0903021060221123
"2968","project-31464","FA1302",0.09029943437081
"928","project-19772","FP1304",0.090296347593232
"4533","project-6861","FP1105",0.0902319436457524
"2331","project-28853","BM1402",0.0902247672334475
"3970","project-35113","TU1105",0.0902093227747001
"3997","project-35225","IS1309",0.0901832220536276
"4836","project-7799","TU1306",0.0901012193301253
"3615","project-33920","TD1004",0.090067947192017
"3026","project-31668","TU1306",0.0900084817883902
"3355","project-32936","MP1402",0.0899959778902266
"1404","project-23157","IS1205",0.0899676763154186
"2475","project-29475","IS1106",0.0899422259840337
"4294","project-6333","IC1402",0.0899416048127414
"103","project-10894","BM1308",0.0899404559535831
"3770","project-34386","MP1205",0.089938879412472
"3620","project-33929","FP1106",0.0899284360993106
"4104","project-5917","BM1105",0.0899271658711767
"2289","project-28635","FP1302",0.0899026256525485
"2296","project-28689","ES1308",0.0899020889236654
"657","project-16740","MP1302",0.0898755528981887
"1206","project-22082","FP1304",0.0898698698648295
"4734","project-7414","ES1301",0.0898669240247732
"4191","project-6106","ES1303",0.0898294582585825
"358","project-13194","TU1205",0.0898220618722734
"884","project-19315","BM1205",0.0898149661021996
"4745","project-7445","BM1402",0.0897925935939538
"1795","project-26136","IS1101",0.089788942124781
"4377","project-6495","FP1001",0.0897753471522275
"2972","project-31471","IC1304",0.0897586663588354
"4310","project-6349","BM1407",0.0897112875135502
"4861","project-7832","CM1402",0.0897034030042727
"4136","project-5961","FA1006",0.0896956110804424
"2116","project-27679","IC1301",0.0896906617294685
"4283","project-6322","BM1004",0.089666805720101
"2181","project-28142","BM1007",0.0895268327351395
"4218","project-6190","CM1105",0.0894396105057364
"650","project-16694","TD1208",0.0894311596187272
"1086","project-21250","CM1303",0.0894117971372001
"4621","project-7094","ES1201",0.0893275477023277
"3104","project-31987","FP1405",0.0892839458795157
"285","project-12819","BM1209",0.0892762055153274
"4571","project-6974","FA1208",0.0892136855008497
"1710","project-25309","FP1205",0.0891529965627531
"1504","project-23735","CM1002",0.0891159840305486
"5036","project-8916","CM1307",0.0891156634467151
"588","project-15989","ES1002",0.0890925758469862
"1070","project-21148","MP1006",0.089062147004749
"1739","project-25560","TU1207",0.0890080386355903
"3094","project-31936","CM1105",0.0889909221459869
"3760","project-34360","ES1304",0.0889828639529858
"2072","project-27466","ES1101",0.0889805963343898
"3029","project-31680","MP1305",0.0889177092038034
"2827","project-30964","MP1207",0.08887794424256
"5061","project-9127","MP1306",0.0888410384595942
"3042","project-31766","IS1406",0.0888029644916001
"1681","project-25110","TU1004",0.0887933761260615
"1782","project-26052","IS1102",0.0887468143431383
"2660","project-30359","IS1101",0.088721956554611
"3142","project-32223","TU1202",0.0887156697256447
"4205","project-6139","TD1203",0.0887074402681529
"2493","project-29557","IC1402",0.0886972891567201
"1237","project-22234","FP1202",0.0886888312749282
"2316","project-28773","FP1303",0.0886837230594019
"494","project-14601","BM1001",0.0886792489475782
"2628","project-30240","TD1006",0.0886588196821295
"1738","project-25559","FA1306",0.0886372300626604
"2431","project-29280","ES1101",0.0886303372690561
"4563","project-6949","CM1003",0.0885527843893359
"930","project-19786","CM1406",0.0885087664769465
"637","project-16646","IC1408",0.0884724592158395
"2244","project-28403","IC1208",0.0883970741697795
"4545","project-6882","CM1305",0.0883261253098182
"4285","project-6324","FA1402",0.0882845535040854
"3223","project-32491","FA1103",0.0882223972141417
"4892","project-7863","ES1204",0.0882022288443847
"675","project-16963","CM1407",0.088191194462004
"4943","project-7925","CM1402",0.0881734501594167
"4971","project-8040","CM1202",0.0880984445859358
"2002","project-27124","MP1006",0.0880740675785471
"4515","project-6785","FA1306",0.0880320170099857
"4936","project-7913","MP1207",0.0880152051826541
"1667","project-25039","ES1206",0.0879709180095362
"1953","project-26993","MP1104",0.0879562845616343
"142","project-11087","IC1104",0.0879517175318835
"491","project-14538","ES1402",0.0879476556514108
"766","project-18138","ES1309",0.0878945325842796
"2278","project-28573","BM1104",0.0878448043039704
"4288","project-6327","TU1201",0.0878070783702328
"3332","project-32846","BM1103",0.0877802676772714
"4694","project-7252","IC1304",0.087740585252323
"1262","project-22418","BM1007",0.0876585303505217
"3344","project-32893","CM1307",0.0876158976104497
"4659","project-7215","MP1405",0.0875711783526972
"3578","project-33798","MP1405",0.0874726757586747
"2717","project-30553","CM1001",0.0874565808623576
"3664","project-34041","TU1401",0.0874318003051839
"4002","project-35234","TU1302",0.0874131134038471
"312","project-12857","CM1001",0.0873944027927568
"404","project-13678","TU1406",0.0873836982548874
"601","project-16129","ES1005",0.0873629005041092
"3866","project-34768","FP1207",0.087342762285921
"2657","project-30348","IC1201",0.0873305538916945
"2659","project-30355","MP1407",0.08732926175357
"3515","project-33521","IC1401",0.0872788672319684
"489","project-14530","BM1308",0.0872649490108805
"4151","project-5985","BM1402",0.0872167685206836
"349","project-13101","ES1303",0.0871771872569501
"3566","project-33768","FP1003",0.0871548141112252
"4896","project-7867","ES1309",0.0871360580104291
"2306","project-28721","ES1301",0.087108270753202
"3657","project-34021","IC1407",0.0870596722794138
"3318","project-32810","MP1406",0.0869955892598052
"1648","project-24857","TD1106",0.0869285672856139
"535","project-15470","CM1005",0.0869152978452355
"351","project-13137","TU1208",0.0868724269604699
"4328","project-6370","CM1003",0.0868398752665352
"4491","project-6747","MP1001",0.0868278618932992
"383","project-13496","FP1005",0.0868057177825072
"313","project-12858","CM1405",0.086796812400461
"4346","project-6388","BM1105",0.0867740705869001
"1401","project-23145","CM1105",0.0867553029390059
"3580","project-33803","IC1204",0.0867336455593452
"2746","project-30645","BM1402",0.0867256197511014
"1341","project-22851","TU1406",0.0866598781242039
"1598","project-24530","IC1405",0.0866401305881196
"775","project-18195","MP1308",0.0866386553734055
"2437","project-29299","MP1206",0.0865860885967517
"5008","project-8458","FA1006",0.0865678450120049
"2383","project-29052","MP1003",0.086550680381802
"2092","project-27512","TD1209",0.0865394047470322
"3488","project-33433","IS1104",0.0864719172185241
"2755","project-30686","IC1004",0.0864456887496158
"4291","project-6330","TU1208",0.0864133529878365
"1517","project-23815","FP1205",0.0863976181702626
"3137","project-32211","IC1301",0.0863637583971986
"1675","project-25069","CM1104",0.086356725895559
"3129","project-32187","IS1309",0.0862758347879287
"3910","project-34925","MP1304",0.0862573805918585
"4008","project-35260","IS1004",0.0862543871324089
"3950","project-35030","CM1303",0.0862020051395146
"1081","project-21201","FA1407",0.0861803736215431
"2378","project-29041","FP1202",0.0860902499387892
"3056","project-31804","IC1202",0.0860858634385828
"3878","project-34838","IC1401",0.0860226055594372
"90","project-10805","CM1206",0.0859714506506779
"4443","project-6633","IC1405",0.0859645879119952
"4522","project-6792","BM1202",0.0859600238999461
"1284","project-22526","IS1101",0.0859407157909466
"2769","project-30776","BM1004",0.0859350715074935
"4793","project-7646","IC1407",0.0858654778728655
"887","project-19344","CM1103",0.0858517216147167
"4825","project-7788","CM1402",0.08582531957259
"2032","project-27242","IS1202",0.0858063745848831
"1541","project-23928","FP1404",0.0857616030391656
"2088","project-27499","IC1302",0.0857535693043001
"3083","project-31902","FP1304",0.0856309312365328
"1383","project-23075","ES1407",0.0856273389135064
"1828","project-26254","IS1309",0.0856041542983058
"364","project-13262","FP1302",0.085595623656854
"4052","project-5708","FP1207",0.0855377036724928
"3729","project-34279","BM1206",0.0855312851125133
"3334","project-32857","FP1006",0.0855312237650845
"1663","project-25024","IC1101",0.0854689528508037
"2666","project-30384","TD1105",0.0854047355685128
"4794","project-7647","IC1407",0.0853514422586673
"3381","project-33003","MP1104",0.0853502227771562
"3380","project-32997","MP1104",0.0853502227771562
"3282","project-32690","CM1001",0.0853456434705213
"2098","project-27535","FP1402",0.0852989059625556
"1188","project-21907","MP1407",0.0852896894880817
"1568","project-24206","IC1306",0.085239296867713
"838","project-18782","BM1205",0.085235922263481
"3419","project-33145","MP1210",0.0852139032748425
"3373","project-32979","MP1210",0.0852139032748425
"1897","project-26725","IC1201",0.0851867282862834
"1868","project-26497","BM1002",0.0851767726269612
"575","project-158","BM1105",0.0851469382488347
"516","project-152","BM1105",0.0851469382488347
"5","project-10049","MP1401",0.0850824197799839
"4557","project-6894","CM1002",0.085066682050274
"1108","project-21335","CM1302",0.085010318668992
"1173","project-21820","MP1306",0.0849516350896149
"4594","project-7050","TD1210",0.0849433847970779
"4595","project-7051","TD1210",0.0849334076867314
"388","project-13577","CM1004",0.0849279120232953
"2132","project-27796","IC1307",0.0848811973436551
"3894","project-34890","MP1207",0.0848226778986245
"1027","project-20730","CM1104",0.0847634884468557
"498","project-14671","IC1202",0.0847311839398291
"939","project-19876","IS1207",0.0846488377715014
"4974","project-8078","BM1105",0.0845865837251827
"596","project-16061","ES1402",0.084566447796295
"767","project-18162","ES1101",0.0845250895939167
"460","project-14264","BM1001",0.0845131849990997
"1076","project-21159","CM1304",0.0843972017021761
"1830","project-26258","ES1302",0.0843489610098415
"4732","project-7308","IC1102",0.0843353138779592
"2041","project-27254","TD1106",0.0843230013058073
"2765","project-30759","FA1208",0.0843161842243583
"1680","project-251","BM1203",0.0843083133026378
"2241","project-28374","CM1303",0.0842971288895171
"1176","project-21836","BM1402",0.0842897260749331
"975","project-20262","IC1105",0.0842389785812906
"151","project-11126","TU1406",0.0842106350269175
"3458","project-33299","MP1002",0.0841896426739183
"2390","project-29087","TU1104",0.0841569203961873
"3340","project-32886","ES1306",0.0841377925948477
"2641","project-30311","IS1409",0.0841279789531886
"2523","project-29695","CM1206",0.0840964349100714
"973","project-20259","BM1005",0.0840451772550846
"1861","project-26472","ES1005",0.0839668755789497
"4001","project-35233","IC1307",0.0838889107357618
"1465","project-23467","BM1407",0.0838548930966152
"2405","project-29153","ES1101",0.0838470302640421
"3306","project-32780","CM1001",0.0837962384522507
"2178","project-28133","FP1401",0.0837624143098249
"1364","project-22936","MP1208",0.0837174375268248
"2979","project-31489","ES1308",0.0836884236651537
"1999","project-27119","BM1406",0.0836174835715547
"3400","project-33065","ES1401",0.0835742823007535
"1467","project-23478","IS1003",0.083564662405739
"859","project-18950","TU1001",0.0835462267267015
"4227","project-621","TU1001",0.0835000159079785
"2415","project-29210","MP1403",0.0834793989130436
"4733","project-7402","TU1405",0.0833900965859303
"4747","project-7458","CM1401",0.0833742972948359
"1896","project-26716","FA1207",0.0833459775216473
"2839","project-31041","BM1102",0.0833415059025473
"4584","project-7020","FP1207",0.0833338934861719
"2926","project-31350","CM1106",0.0833320905371634
"2074","project-27474","TD1006",0.0832825377756543
"3284","project-32707","BM1209",0.0832801002793575
"1890","project-26632","IS1210",0.0832637211187597
"209","project-11625","MP1305",0.0832185333609181
"4331","project-6373","CM1303",0.0831593399089311
"1870","project-26509","TU1401",0.0831419063774614
"2582","project-30021","FA1302",0.0831370544205443
"1443","project-23391","BM1105",0.0831095915566843
"4150","project-5983","TU1103",0.0830865397896883
"3739","project-34305","CM1401",0.0830758151949411
"3375","project-32987","CM1401",0.0830758151949411
"3877","project-34837","MP1306",0.0830669363000718
"4810","project-7750","MP1406",0.0830136544863462
"2263","project-28514","BM1302",0.0829935656454969
"870","project-19086","IS1309",0.0829785311235911
"2852","project-31118","IC1206",0.0829603156993785
"1952","project-26991","ES1002",0.0829598192227637
"1883","project-26606","TD1207",0.0829380993852814
"2406","project-29165","TU1207",0.0829368367224979
"172","project-11276","TU1306",0.0829290731768201
"2825","project-30962","IC1408",0.0828767143844637
"3964","project-35068","CM1306",0.0828365817552343
"4740","project-7437","FP1304",0.0828229387727312
"869","project-19082","IC1104",0.0827979040508523
"1307","project-22668","ES1306",0.0827911843602661
"2637","project-30305","CM1102",0.0827901348443727
"791","project-18400","CM1303",0.0827547012901612
"3064","project-31819","FP1402",0.0827063213225228
"2185","project-28155","ES1006",0.082685217333126
"871","project-19087","IC1104",0.0826793664642746
"3471","project-33332","CM1401",0.0826297783573728
"4952","project-7934","TU1104",0.082612594832315
"3662","project-34035","TD1007",0.0825758357408293
"3053","project-31798","TD1209",0.0824937183534137
"1629","project-247","IC1104",0.0824759437733559
"1696","project-25185","IC1102",0.0824293444527255
"2999","project-31552","TU1408",0.0823702267063336
"4465","project-6698","IS1203",0.082358393548705
"4157","project-5991","ES1104",0.0823368730962465
"1511","project-23773","TD1101",0.0823344541846389
"2567","project-29940","CM1003",0.0823217353103301
"4858","project-7824","BM1406",0.0823123457689412
"4143","project-5973","TU1104",0.0823043252660808
"4667","project-7225","IC1101",0.0823006408667736
"1733","project-25532","IC1405",0.082283513165671
"622","project-16414","MP1304",0.0822718323762499
"4764","project-7500","MP1305",0.0822649227169625
"4011","project-35265","MP1004",0.0822362073380426
"878","project-19213","ES1301",0.082204392335092
"4299","project-6338","TD1006",0.0820937942308279
"595","project-16032","IS1304",0.082052951408504
"1834","project-26265","IC1201",0.0820305343771992
"801","project-18543","CM1002",0.0819576173317292
"1793","project-26133","CM1207",0.0819269715628001
"3779","project-34403","ES1308",0.0819262120341483
"3501","project-33486","IS1309",0.0819231108758719
"2551","project-29855","TD1003",0.0818884189844987
"2648","project-30338","ES1407",0.081782465129513
"1120","project-21463","ES1001",0.0817713421315076
"4811","project-7756","CM1402",0.081753520262327
"956","project-20123","ES1004",0.0817393751503489
"1885","project-26608","TD1003",0.0816961634928416
"5033","project-8910","TU1207",0.0816257773433508
"3087","project-31913","FA1302",0.0815389535870402
"4432","project-6617","IC1001",0.0815216817171008
"4182","project-6027","MP1407",0.0814880988221509
"1716","project-25413","FP1207",0.0814238387488722
"4058","project-5715","TD1106",0.0814053419769813
"3404","project-33082","ES1203",0.081402006042443
"3483","project-33355","TU1408",0.0813974431069769
"3749","project-34326","ES1004",0.0813611319939048
"1497","project-23676","CM1307",0.0813491688666921
"1275","project-22490","BM1105",0.0813101435912783
"2268","project-28550","CM1303",0.0812997836300215
"4910","project-7881","MP1401",0.0812867330211251
"1100","project-21280","ES1405",0.0812484168881996
"5017","project-8671","CM1004",0.0811631367225378
"1932","project-26869","IS1205",0.0811591754749845
"214","project-11633","IC1201",0.0811095904595458
"243","project-11893","IS1305",0.0811083308950475
"4569","project-6970","BM1205",0.0810841947078973
"6","project-10050","CM1207",0.0810206468162376
"4169","project-6014","CM1206",0.081002655850192
"1089","project-21254","BM1105",0.0809662358324603
"5043","project-8980","IS1302",0.0809434545026207
"1627","project-24694","FA1205",0.0809338688333258
"3777","project-34398","MP1305",0.0809116672144888
"4376","project-6458","CM1001",0.0809086593790974
"3489","project-33434","TU1401",0.0808662568673231
"2985","project-31507","FA1005",0.0807777029547122
"4519","project-6789","IS1106",0.0807002108054619
"3955","project-35050","BM1102",0.0806711263721481
"2813","project-30917","TD1003",0.0806588878519139
"1993","project-27101","MP1106",0.0806541036928012
"850","project-18937","IS1408",0.0806420883368248
"315","project-12860","BM1309",0.0806185321847986
"4798","project-7661","MP1002",0.0805697065403012
"2051","project-27328","MP1305",0.0805503482101378
"157","project-11185","ES1004",0.0805440713490524
"3702","project-34188","BM1202",0.0805400892356642
"4821","project-7784","ES1002",0.0804905445587389
"2472","project-29463","TD1210",0.0804828744922677
"87","project-10791","CM1404",0.0804390227982029
"94","project-10829","MP1106",0.080418447940922
"2142","project-27915","IC1307",0.0804096041540751
"4535","project-6863","CM1402",0.0803671563309391
"4457","project-6681","IC1408",0.0803586303551363
"4511","project-6781","FP1407",0.0803533237568452
"1784","project-26071","TU1205",0.0802580222262032
"1449","project-23402","MP1207",0.0802560281310777
"13","project-101","TD1103",0.0802396491168523
"3663","project-34040","IC1301",0.0802316685642145
"3105","project-31991","MP1401",0.0802004254183897
"1661","project-24989","MP1306",0.0801944833781477
"1972","project-27041","MP1102",0.0801616852321658
"2028","project-27237","FP1005",0.08014385004683
"2863","project-31162","IC1202",0.0801000314949985
"1004","project-20458","CM1404",0.0800916188729198
"1631","project-24722","FP1304",0.0800047137477648
"3654","project-34017","ES1004",0.0799304090733615
"4708","project-7273","IC1408",0.0799285878240289
"4236","project-6224","TU1208",0.0798842627412275
"4367","project-6449","BM1007",0.0798540201867633
"5054","project-9077","TD1003",0.0798145447495524
"934","project-19827","IC1002",0.0798103473140282
"4246","project-6234","IC1003",0.0798083481297569
"1298","project-22606","MP1207",0.0797900327358442
"4242","project-6230","TU1406",0.0797823082305954
"3557","project-33738","MP1305",0.079771543055894
"1382","project-23073","ES1407",0.0797524618103252
"3968","project-35100","FP1304",0.0796575259492393
"4385","project-6503","FP1206",0.079656513124831
"1792","project-26129","BM1105",0.0796523724340877
"4067","project-5814","CM1406",0.0796457870944745
"2027","project-27236","TD1007",0.0796452465250999
"784","project-18267","ES1309",0.0796428098820498
"4014","project-359","FA1102",0.0796321147533701
"4076","project-5823","CM1206",0.0796282909953572
"1426","project-23311","IS1409",0.0795970159158693
"438","project-14010","ES1105",0.0795756795465209
"2198","project-28212","CM1306",0.0795447606876989
"3048","project-31778","BM1308",0.0795429727256903
"4889","project-7860","TU1103",0.0793910481549144
"63","project-10571","TD1205",0.0793521101687829
"2109","project-27617","CM1006",0.0793495829994631
"2010","project-27142","FA1001",0.0793292296089235
"957","project-20124","ES1308",0.0793043293226621
"4138","project-5963","IS1207",0.0792668859575061
"4512","project-6782","FA1306",0.0792530005715927
"2262","project-28513","FA1105",0.0792208229728008
"1853","project-26401","BM1406",0.0791688146043628
"1690","project-25173","MP1304",0.0791499338221875
"4142","project-5970","IC1103",0.0791209915418434
"3394","project-33042","BM1403",0.079088399078575
"2802","project-30881","TD1303",0.0790517325258759
"4961","project-7957","ES1205",0.0790426022080102
"284","project-12818","FA1006",0.0790089899936013
"2559","project-29911","ES1005",0.0790037199069165
"2202","project-28230","CM1303",0.0789315542579526
"1695","project-25184","FA1101",0.07892416359274
"846","project-18894","IS1407",0.0789214667200821
"3316","project-32806","FA1203",0.0788884021551474
"2526","project-29726","FP1004",0.0788331691936835
"1043","project-20858","MP1207",0.0787739681417506
"1881","project-26585","IS1210",0.0787202617325982
"1601","project-24542","CM1405",0.0786847025561739
"4684","project-7242","IS1203",0.0786661258241122
"254","project-12363","FA1302",0.0786642269495065
"4534","project-6862","CM1306",0.0786349326227121
"2960","project-31441","BM1005",0.0786047169845643
"2338","project-28915","TU1201",0.0785969744402765
"62","project-10560","TU1302",0.0785923939669413
"3069","project-31840","ES1004",0.0785799579713644
"3079","project-31870","MP1207",0.0785200136329493
"2586","project-30028","CM1407",0.0785125923703737
"4976","project-8082","CM1306",0.0784947440113629
"549","project-15542","IS1309",0.0784820243594039
"4965","project-7970","CM1306",0.0784266160178096
"3460","project-33300","MP1002",0.0784033644558671
"2535","project-29787","TU1209",0.0783877914704815
"4955","project-7945","BM1007",0.0783669859755702
"2467","project-29453","BM1003",0.0782936573393802
"4338","project-6380","BM1007",0.0782866874368553
"3175","project-32374","MP1207",0.0782622385720698
"3271","project-32665","IS1309",0.0782342876713088
"1709","project-25298","MP1207",0.0781955828519197
"2734","project-30605","TD1102",0.0781369260598387
"2019","project-27196","MP1105",0.0781239099508824
"630","project-16563","TU1406",0.0781215868828975
"2512","project-29624","FA1202",0.0780118446639968
"1291","project-22570","ES1301",0.0779891358745385
"903","project-19508","IC1104",0.0779209486692344
"2892","project-31231","TU1303",0.0779207987208615
"2112","project-27667","BM1001",0.0778041888721161
"4895","project-7866","FA1208",0.0777740165567689
"2334","project-28880","BM1406",0.0777517346364504
"270","project-12510","FP1404",0.0776804021332701
"753","project-18084","TU1306",0.0776673606205928
"4856","project-7820","BM1203",0.0776281327942106
"2724","project-30572","TD1101",0.0776232389399348
"1664","project-25027","IC1103",0.0776210324463997
"2565","project-29936","IS1210",0.0775762934425879
"3665","project-34042","MP1006",0.0775758690204167
"2594","project-30130","FA1004",0.077557677463795
"1851","project-26393","TU1306",0.0775512252316613
"1650","project-24859","TD1106",0.0775133089321451
"1785","project-26091","CM1005",0.0774956017968824
"165","project-11232","FA1001",0.0774909193184972
"3461","project-33301","CM1406",0.0774416835025542
"2691","project-30453","FA1301",0.0774166076896756
"1599","project-24533","ES1003",0.0773768969128724
"93","project-10827","BM1203",0.0773737851103956
"5059","project-9125","MP1202",0.0773566444420501
"4979","project-82","MP1201",0.0773562782291146
"3314","project-32802","BM1207",0.0771870040055276
"1087","project-21251","CM1402",0.0771574582305336
"4829","project-7792","MP1304",0.0771556604318388
"4709","project-7274","TD1105",0.0770982879770809
"740","project-17959","CM1207",0.0770736184329506
"2298","project-28694","IS1003",0.0770207870290949
"539","project-15505","CM1001",0.0770137675760139
"2486","project-29515","ES1308",0.0770093951082952
"2005","project-27130","MP1006",0.0769834866233601
"4049","project-554","FP1305",0.0769139803308521
"806","project-18585","IC1402",0.0769132051011499
"4580","project-7016","TD1201",0.0768828814128964
"1041","project-20853","IC1106",0.0768667720667356
"308","project-12853","CM1207",0.0768226999311271
"497","project-14670","MP1207",0.0767874690888535
"4968","project-8026","CM1305",0.0767842738140762
"2829","project-30980","TD1205",0.0767217278495392
"2726","project-30581","FP1401",0.0766980457749941
"2126","project-27760","TU1303",0.0766827293472293
"2173","project-28122","TD1001",0.0766165829974704
"3617","project-33922","FA1208",0.0765957007710933
"2965","project-31455","ES1005",0.0765884334598051
"4949","project-7931","CM1402",0.0765724590835048
"58","project-10405","CM1207",0.0765477523278779
"429","project-13991","BM1102",0.0765302664924257
"4848","project-7811","MP1210",0.0764666893501798
"3733","project-34294","MP1401",0.0764417211089236
"4021","project-429","FP1302",0.0764389662117733
"4572","project-6975","IC1401",0.0763904788795904
"4036","project-488","IC1201",0.076373953193132
"5001","project-8383","CM1003",0.0763567554262947
"703","project-175","FP1405",0.0763524973063045
"3728","project-34278","TD1201",0.0763490570535774
"4678","project-7236","IC1206",0.0763093335722401
"490","project-14537","FP1202",0.07627126918444
"3786","project-34419","MP1306",0.0762509527758517
"3912","project-34927","FP1005",0.0762089847040673
"180","project-11407","CM1401",0.0761777272880739
"3470","project-33329","FP1304",0.0761744958062393
"1974","project-27043","TU1208",0.0761436687078024
"118","project-10947","FA1402",0.0761196727251396
"3199","project-32432","FA1307",0.0761016531933215
"2879","project-31208","FA1405",0.0761013616672486
"1287","project-22550","TD1201",0.0760709098057178
"2508","project-29618","FP1101",0.0759962888691268
"2455","project-29370","CM1002",0.0759955860618074
"306","project-12851","CM1003",0.0759025180576087
"1476","project-23528","FP1407",0.0758439607149584
"3585","project-33831","BM1106",0.0758194628753353
"3377","project-32992","BM1102",0.0758148407572983
"3689","project-34144","MP1405",0.0757860543566224
"591","project-160","MP1304",0.075700520423242
"3916","project-34931","IC1105",0.0756615645011698
"890","project-19381","IC1405",0.0755554866333962
"4156","project-5990","TD1201",0.0754649840869398
"1971","project-27039","MP1306",0.0754524729116635
"1350","project-22893","BM1301",0.0753166834838412
"651","project-16700","BM1301",0.0753166834838412
"3966","project-35089","ES1305",0.0752194899983833
"2611","project-30196","ES1309",0.0751933662875035
"2833","project-31016","ES1405",0.0751925264481875
"2166","project-28093","IC1206",0.0751906382022109
"4796","project-7659","ES1301",0.0751795969005044
"961","project-20170","BM1202",0.0751416150096866
"902","project-19507","TU1306",0.0751398097648258
"531","project-154","BM1105",0.0751088272703566
"781","project-18212","IS1404",0.0750235677148009
"2766","project-30760","FA1405",0.075014942625001
"2989","project-31511","FA1005",0.0750137686107341
"50","project-10380","IC1103",0.0749960646360331
"2653","project-30343","CM1207",0.0749737203788378
"4922","project-7893","IC1404",0.074964641636268
"3346","project-32904","ES1309",0.0749393701826568
"4149","project-5982","IS1407",0.0749279409600685
"439","project-14011","IC1104",0.0748862668641711
"3112","project-32066","FA1407",0.074799191286884
"486","project-14496","MP1005",0.0747939405343711
"4720","project-7285","IC1401",0.0747380726973696
"2134","project-27829","FA1105",0.0746543236990789
"420","project-13895","CM1003",0.0746482126725589
"515","project-15178","IC1103",0.0746245174022303
"4767","project-7509","BM1402",0.0746229066347704
"1365","project-22937","MP1405",0.0746204214045983
